"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82955,NA,NA,1.1466,0.65997,1.3513,1.0326,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.222,0.97257,0.71277,NA,1.2825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84098,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,NA,NA,1.043,NA,NA,NA,NA,NA,NA,1.0735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",NaN,NaN,NaN,NaN,NaN,NaN,1.043,NaN,NaN,1.222,0.97257,0.71277,NaN,1.178,NaN,NaN,NaN,0.82955,NaN,NaN,1.1466,0.65997,1.3513,1.0326,NaN,0.84098,NaN,NaN,NaN,NaN
"Min",NaN,NaN,NaN,NaN,NaN,NaN,1.043,NaN,NaN,1.222,0.97257,0.71277,NaN,1.0735,NaN,NaN,NaN,0.82955,NaN,NaN,1.1466,0.65997,1.3513,1.0326,NaN,0.84098,NaN,NaN,NaN,NaN
"Q25",NaN,NaN,NaN,NaN,NaN,NaN,1.043,NaN,NaN,1.222,0.97257,0.71277,NaN,1.1257499999999998,NaN,NaN,NaN,0.82955,NaN,NaN,1.1466,0.65997,1.3513,1.0326,NaN,0.84098,NaN,NaN,NaN,NaN
"Q50",NaN,NaN,NaN,NaN,NaN,NaN,1.043,NaN,NaN,1.222,0.97257,0.71277,NaN,1.178,NaN,NaN,NaN,0.82955,NaN,NaN,1.1466,0.65997,1.3513,1.0326,NaN,0.84098,NaN,NaN,NaN,NaN
"Q75",NaN,NaN,NaN,NaN,NaN,NaN,1.043,NaN,NaN,1.222,0.97257,0.71277,NaN,1.23025,NaN,NaN,NaN,0.82955,NaN,NaN,1.1466,0.65997,1.3513,1.0326,NaN,0.84098,NaN,NaN,NaN,NaN
"Max",NaN,NaN,NaN,NaN,NaN,NaN,1.043,NaN,NaN,1.222,0.97257,0.71277,NaN,1.2825,NaN,NaN,NaN,0.82955,NaN,NaN,1.1466,0.65997,1.3513,1.0326,NaN,0.84098,NaN,NaN,NaN,NaN
"NAs",5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
"NA%",100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,80.0,100.0,60.0,100.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0
"unique",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"error",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07389265863399425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
