"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.74,0.69638,0.55486,NA,0.47187,0.71182,0.69642,0.52428,NA,NA,NA,NA,NA,NA,NA,NA,0.72449,1.0771,0.99065,0.9589,0.99287,1.4804,0.8954,0.82275,NA,NA,1.0047,0.69378,NA,NA
"P_MS0019_01",NA,1.8732,0.8249,NA,NA,NA,0.73503,NA,NA,1.3628,1.0701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.74,1.28479,0.68988,NaN,0.47187,0.71182,0.715725,0.52428,NaN,1.3628,1.0701,NaN,NaN,NaN,NaN,NaN,0.72449,1.0771,0.99065,0.9589,0.99287,1.4804,0.8954,0.82275,NaN,NaN,1.0047,0.69378,NaN,NaN
"Min",0.74,0.69638,0.55486,NaN,0.47187,0.71182,0.69642,0.52428,NaN,1.3628,1.0701,NaN,NaN,NaN,NaN,NaN,0.72449,1.0771,0.99065,0.9589,0.99287,1.4804,0.8954,0.82275,NaN,NaN,1.0047,0.69378,NaN,NaN
"Q25",0.74,0.990585,0.62237,NaN,0.47187,0.71182,0.7060725000000001,0.52428,NaN,1.3628,1.0701,NaN,NaN,NaN,NaN,NaN,0.72449,1.0771,0.99065,0.9589,0.99287,1.4804,0.8954,0.82275,NaN,NaN,1.0047,0.69378,NaN,NaN
"Q50",0.74,1.28479,0.68988,NaN,0.47187,0.71182,0.715725,0.52428,NaN,1.3628,1.0701,NaN,NaN,NaN,NaN,NaN,0.72449,1.0771,0.99065,0.9589,0.99287,1.4804,0.8954,0.82275,NaN,NaN,1.0047,0.69378,NaN,NaN
"Q75",0.74,1.578995,0.75739,NaN,0.47187,0.71182,0.7253775,0.52428,NaN,1.3628,1.0701,NaN,NaN,NaN,NaN,NaN,0.72449,1.0771,0.99065,0.9589,0.99287,1.4804,0.8954,0.82275,NaN,NaN,1.0047,0.69378,NaN,NaN
"Max",0.74,1.8732,0.8249,NaN,0.47187,0.71182,0.73503,0.52428,NaN,1.3628,1.0701,NaN,NaN,NaN,NaN,NaN,0.72449,1.0771,0.99065,0.9589,0.99287,1.4804,0.8954,0.82275,NaN,NaN,1.0047,0.69378,NaN,NaN
"NAs",4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0
"NA%",80.0,60.0,60.0,100.0,80.0,80.0,60.0,80.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0
"unique",1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
"error",NaN,0.4160687011179764,0.09547355759580763,NaN,NaN,NaN,0.013650696410806271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
