"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,0.49896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1643,1.5535,NA,NA,1.121,1.0247,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,1.1984,NA,1.3222,0.90081,NA,NA,0.81682,NA,NA,NA,NA,0.63139,0.73329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0551,0.92847,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",NaN,1.1984,0.49896,1.3222,0.90081,NaN,NaN,0.81682,NaN,NaN,NaN,NaN,0.63139,0.73329,NaN,NaN,NaN,1.1643,1.5535,NaN,NaN,1.121,1.0247,NaN,1.0551,0.92847,NaN,NaN,NaN,NaN
"Min",NaN,1.1984,0.49896,1.3222,0.90081,NaN,NaN,0.81682,NaN,NaN,NaN,NaN,0.63139,0.73329,NaN,NaN,NaN,1.1643,1.5535,NaN,NaN,1.121,1.0247,NaN,1.0551,0.92847,NaN,NaN,NaN,NaN
"Q25",NaN,1.1984,0.49896,1.3222,0.90081,NaN,NaN,0.81682,NaN,NaN,NaN,NaN,0.63139,0.73329,NaN,NaN,NaN,1.1643,1.5535,NaN,NaN,1.121,1.0247,NaN,1.0551,0.92847,NaN,NaN,NaN,NaN
"Q50",NaN,1.1984,0.49896,1.3222,0.90081,NaN,NaN,0.81682,NaN,NaN,NaN,NaN,0.63139,0.73329,NaN,NaN,NaN,1.1643,1.5535,NaN,NaN,1.121,1.0247,NaN,1.0551,0.92847,NaN,NaN,NaN,NaN
"Q75",NaN,1.1984,0.49896,1.3222,0.90081,NaN,NaN,0.81682,NaN,NaN,NaN,NaN,0.63139,0.73329,NaN,NaN,NaN,1.1643,1.5535,NaN,NaN,1.121,1.0247,NaN,1.0551,0.92847,NaN,NaN,NaN,NaN
"Max",NaN,1.1984,0.49896,1.3222,0.90081,NaN,NaN,0.81682,NaN,NaN,NaN,NaN,0.63139,0.73329,NaN,NaN,NaN,1.1643,1.5535,NaN,NaN,1.121,1.0247,NaN,1.0551,0.92847,NaN,NaN,NaN,NaN
"NAs",5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
"NA%",100.0,80.0,80.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,80.0,80.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0
"unique",0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"error",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
